IdReparacion,IdMoto,IdUsuario,Descripcion,Estado,FechaInicio,FechaFin,Total,Fase,Marca,Modelo,UsuarioNombre,cliente
31,4860,2387,instalacion y calibracion de cambio de aceite y chequeo debido a desgaste.,Finalizado,2026-03-20 00:00:00,2026-03-21 00:00:00,5404,Cliente informado,AKT,R15,Carlos Mendoza,Cliente_008
32,2563,4306,ajuste tecnico de test y ruido y verificacion completa.,Finalizado,2026-03-24 00:00:00,2026-03-28 00:00:00,6421,Cliente informado,Kawasaki,FT150,Jose Ramirez,Cliente_095
33,587,446,diagnostico y reparacion de cromado y escape deportivo por falla detectada.,Finalizado,2026-03-28 00:00:00,2026-03-28 00:00:00,527,Entregado,Bajaj,RC 200,Jose Ramirez,Cliente_150
34,594,3326,optimizacion del sistema alineacion y revision para mejorar rendimiento.,Finalizado,2026-03-20 00:00:00,2026-03-24 00:00:00,4682,Cliente informado,TVS,FT150,Carlos Mendoza,Cliente_158
35,3803,5209,revision completa de alineacion y chequeo y verificacion completa.,Entregado,2026-03-12 00:00:00,2026-03-14 00:00:00,5269,Cliente informado,Yamaha,R15,Carlos Mendoza,Cliente_253
36,2661,786,correccion especializada de pantalla y sensores de estacionamiento y verificacion completa.,En proceso,2026-03-07 00:00:00,2026-03-09 00:00:00,5937,Cliente informado,Suzuki,NKD 125,Jose Ramirez,Cliente_114
37,3850,1068,ajuste tecnico de inspeccion y ruido y verificacion completa.,Finalizado,2026-03-08 00:00:00,2026-03-12 00:00:00,1647,Entregado,Honda,Ninja 400,Jose Ramirez,Cliente_177
38,741,5222,instalacion y calibracion de fallo electrico y bateria con pruebas posteriores.,Finalizado,2026-03-28 00:00:00,2026-03-29 00:00:00,1648,Entregado,Honda,RC 200,Jose Ramirez,Cliente_006
39,2119,2226,diagnostico y reparacion de luces y encendido con pruebas posteriores.,Finalizado,2026-03-14 00:00:00,2026-03-17 00:00:00,1769,Cliente informado,Honda,GSX-R750,Jose Ramirez,Cliente_131
40,2860,5193,servicio integral para cambio color y tuning con pruebas posteriores.,Finalizado,2026-03-15 00:00:00,2026-03-15 00:00:00,1775,Cliente informado,Honda,Boxer 150,Carlos Mendoza,Cliente_205
41,4610,4894,optimizacion del sistema ciguenal y motor para mejorar rendimiento.,Finalizado,2026-03-10 00:00:00,2026-03-14 00:00:00,1007,Entregado,Suzuki,GN125,Carlos Mendoza,Cliente_176
42,2860,5193,servicio integral para lubricacion y chequeo para mejorar rendimiento.,Finalizado,2026-03-15 00:00:00,2026-03-15 00:00:00,5981,Cliente informado,KTM,Boxer 150,Jose Ramirez,Cliente_001
43,1006,4633,diagnostico y reparacion de sensores y cableado incluyendo ajuste final.,Finalizado,2026-03-12 00:00:00,2026-03-15 00:00:00,2890,Entregado,Suzuki,Apache RTR 200,Jose Ramirez,Cliente_254
44,1038,925,diagnostico y reparacion de luces y luces con pruebas posteriores.,Finalizado,2026-03-07 00:00:00,2026-03-08 00:00:00,5382,Entregado,Italika,NKD 125,Carlos Mendoza,Cliente_050
45,1066,2938,servicio integral para biela y motor segun solicitud del cliente.,Finalizado,2026-03-27 00:00:00,2026-03-27 00:00:00,507,Entregado,KTM,CB190R,Carlos Mendoza,Cliente_281
46,1632,2973,servicio integral para fallo electrico y luces por falla detectada.,Finalizado,2026-03-15 00:00:00,2026-03-17 00:00:00,3416,Cliente informado,Italika,GN125,Jose Ramirez,Cliente_001
47,3275,788,ajuste tecnico de motor y culata segun solicitud del cliente.,Finalizado,2026-03-06 00:00:00,2026-03-10 00:00:00,4258,Cliente informado,KTM,Pulsar NS200,Carlos Mendoza,Cliente_155
48,10,4188,servicio integral para bujias y niveles y verificacion completa.,Finalizado,2026-03-22 00:00:00,2026-03-26 00:00:00,1852,Entregado,Yamaha,Duke 390,Jose Ramirez,Cliente_117
49,3633,4118,correccion especializada de balanceo y bujias segun solicitud del cliente.,Finalizado,2026-03-26 00:00:00,2026-03-27 00:00:00,758,Cliente informado,Kawasaki,FT150,Carlos Mendoza,Cliente_061
50,3001,746,instalacion y calibracion de distribucion y chasis incluyendo ajuste final.,En proceso,2026-03-02 00:00:00,2026-03-03 00:00:00,2123,Cliente informado,Bajaj,CB190R,Jose Ramirez,Cliente_085
51,3278,2437,optimizacion del sistema cableado y alternador y verificacion completa.,Finalizado,2026-03-03 00:00:00,2026-03-03 00:00:00,3031,Cliente informado,Suzuki,Duke 390,Carlos Mendoza,Cliente_125
52,3035,4531,instalacion y calibracion de encendido y encendido para mejorar rendimiento.,Entregado,2026-03-18 00:00:00,2026-03-18 00:00:00,2322,Cliente informado,Kawasaki,CBR 600RR,Jose Ramirez,Cliente_252
53,387,2342,diagnostico y reparacion de escaneo y escaneo incluyendo ajuste final.,Finalizado,2026-03-14 00:00:00,2026-03-15 00:00:00,3506,Entregado,Italika,DM200,Carlos Mendoza,Cliente_159
54,52,2054,instalacion y calibracion de sensores de estacionamiento y turbo por falla detectada.,En proceso,2026-02-28 00:00:00,2026-03-03 00:00:00,4844,Entregado,Bajaj,FZ16,Carlos Mendoza,Cliente_247
55,3892,3405,instalacion y calibracion de centralita y cableado incluyendo ajuste final.,Finalizado,2026-03-16 00:00:00,2026-03-16 00:00:00,5339,Cliente informado,Italika,MT-07,Carlos Mendoza,Cliente_106
56,2200,479,diagnostico y reparacion de bomba de agua y pistones segun solicitud del cliente.,Finalizado,2026-03-07 00:00:00,2026-02-25 00:00:00,2956,Cliente informado,AKT,Boxer 150,Jose Ramirez,Cliente_242
57,1160,3259,servicio integral para vinilado y modificacion con pruebas posteriores.,Finalizado,2026-03-21 00:00:00,2026-03-21 00:00:00,5192,Cliente informado,Yamaha,Pulsar NS200,Jose Ramirez,Cliente_106
58,1756,1635,optimizacion del sistema fallo electrico y motor de arranque por falla detectada.,Finalizado,2026-03-14 00:00:00,2026-03-17 00:00:00,2800,Entregado,KTM,Ninja 400,Carlos Mendoza,Cliente_291
59,338,940,diagnostico y reparacion de motor y chasis segun solicitud del cliente.,Finalizado,2026-03-04 00:00:00,2026-03-06 00:00:00,5812,Entregado,TVS,R15,Jose Ramirez,Cliente_091
60,1542,3918,correccion especializada de test y diagnostico debido a desgaste.,En proceso,2026-03-18 00:00:00,2026-03-20 00:00:00,5421,Cliente informado,Suzuki,Ninja 400,Jose Ramirez,Cliente_093
61,28,3267,diagnostico y reparacion de ruido y test por falla detectada.,Finalizado,2026-03-15 00:00:00,2026-03-18 00:00:00,4580,Cliente informado,Suzuki,Gixxer 250,Carlos Mendoza,Cliente_035
62,638,748,optimizacion del sistema encendido y cableado incluyendo ajuste final.,Finalizado,2026-03-08 00:00:00,2026-03-09 00:00:00,6281,Cliente informado,Suzuki,NKD 125,Carlos Mendoza,Cliente_243
63,3717,4753,correccion especializada de direccion y biela con pruebas posteriores.,Finalizado,2026-03-23 00:00:00,2026-03-25 00:00:00,4437,Entregado,Yamaha,R15,Carlos Mendoza,Cliente_190
64,4955,4503,servicio integral para carroceria y transmision debido a desgaste.,Finalizado,2026-03-11 00:00:00,2026-03-13 00:00:00,1961,Entregado,Italika,FZ16,Jose Ramirez,Cliente_003
65,2697,2328,inspeccion avanzada de actualizacion de software y calipers y verificacion completa.,Finalizado,2026-03-25 00:00:00,2026-03-25 00:00:00,4476,Entregado,TVS,Apache RTR 200,Carlos Mendoza,Cliente_041
66,3185,4552,instalacion y calibracion de motor y arbol de levas por falla detectada.,Finalizado,2026-03-22 00:00:00,2026-03-26 00:00:00,5529,Entregado,Honda,Boxer 150,Carlos Mendoza,Cliente_249
67,979,1369,correccion especializada de caja de cambios y eje por falla detectada.,Finalizado,2026-03-18 00:00:00,2026-03-19 00:00:00,4185,Entregado,Italika,CB190R,Carlos Mendoza,Cliente_098
68,4633,1876,servicio integral para revision general y diagnostico y verificacion completa.,Finalizado,2026-03-23 00:00:00,2026-03-24 00:00:00,845,Cliente informado,Suzuki,FT150,Jose Ramirez,Cliente_293
69,25,826,mantenimiento preventivo en evaluacion y ruido segun solicitud del cliente.,Finalizado,2026-03-22 00:00:00,2026-03-22 00:00:00,3478,Entregado,Yamaha,Apache RTR 200,Carlos Mendoza,Cliente_194
70,4234,4130,revision completa de pintura y performance incluyendo ajuste final.,Finalizado,2026-03-06 00:00:00,2026-03-07 00:00:00,2141,Entregado,Italika,MT-07,Jose Ramirez,Cliente_101
71,2479,5175,diagnostico y reparacion de alternador y luces por falla detectada.,Finalizado,2026-03-19 00:00:00,2026-03-22 00:00:00,1202,Entregado,Suzuki,R15,Jose Ramirez,Cliente_169
72,3651,3524,ajuste tecnico de pintar carroceria y chip segun solicitud del cliente.,Finalizado,2026-03-17 00:00:00,2026-03-07 00:00:00,4864,Cliente informado,Bajaj,Apache RTR 200,Jose Ramirez,Cliente_019
73,4715,2721,servicio integral para sistema electrico y motor de arranque incluyendo ajuste final.,Finalizado,2026-03-01 00:00:00,2026-03-01 00:00:00,3309,Cliente informado,Italika,GN125,Jose Ramirez,Cliente_120
74,2396,3570,optimizacion del sistema alternador y sistema electrico para mejorar rendimiento.,Finalizado,2026-03-10 00:00:00,2026-03-12 00:00:00,3758,Entregado,Yamaha,MT-07,Jose Ramirez,Cliente_102
75,717,4250,revision completa de kit aerodinamico y sensores de estacionamiento y verificacion completa.,Finalizado,2026-03-04 00:00:00,2026-03-05 00:00:00,3507,Cliente informado,Bajaj,FT150,Jose Ramirez,Cliente_103
76,2447,786,ajuste tecnico de centralita y alternador y verificacion completa.,Finalizado,2026-03-23 00:00:00,2026-03-26 00:00:00,1293,Entregado,Yamaha,Pulsar NS200,Carlos Mendoza,Cliente_249
77,84,1427,correccion especializada de sistema electrico y centralita y verificacion completa.,Finalizado,2026-03-10 00:00:00,2026-03-12 00:00:00,5818,Entregado,Yamaha,MT-07,Jose Ramirez,Cliente_024
78,68,5160,instalacion y calibracion de amortiguadores y amortiguadores por falla detectada.,Finalizado,2026-03-25 00:00:00,2026-03-27 00:00:00,5554,Entregado,Bajaj,CBR 600RR,Carlos Mendoza,Cliente_207
79,1213,3594,servicio integral para revision general y escaneo y verificacion completa.,Finalizado,2026-03-12 00:00:00,2026-03-02 00:00:00,4961,Cliente informado,Italika,MT-07,Carlos Mendoza,Cliente_260
80,4452,2306,inspeccion avanzada de fallo electrico y alternador debido a desgaste.,Finalizado,2026-03-09 00:00:00,2026-03-13 00:00:00,4613,Cliente informado,KTM,CBR 600RR,Carlos Mendoza,Cliente_074
81,1861,2878,revision completa de escaneo y escaneo debido a desgaste.,Finalizado,2026-03-08 00:00:00,2026-03-08 00:00:00,3348,Entregado,Italika,GSX-R750,Carlos Mendoza,Cliente_274
82,3319,3817,servicio integral para inspeccion y diagnostico para mejorar rendimiento.,Finalizado,2026-02-28 00:00:00,2026-03-02 00:00:00,4689,Cliente informado,Suzuki,Pulsar NS200,Jose Ramirez,Cliente_023
83,4894,2139,mantenimiento preventivo en alternador y alternador por falla detectada.,Entregado,2026-03-03 00:00:00,2026-03-07 00:00:00,1603,Cliente informado,Yamaha,FZ16,Jose Ramirez,Cliente_170
84,2860,5193,inspeccion avanzada de test y problema incluyendo ajuste final.,Finalizado,2026-03-15 00:00:00,2026-03-15 00:00:00,6050,Cliente informado,Honda,FZ16,Carlos Mendoza,Cliente_129
85,1508,3606,mantenimiento preventivo en motor y motor con pruebas posteriores.,Finalizado,2026-03-26 00:00:00,2026-03-27 00:00:00,5812,Entregado,Honda,Pulsar NS200,Jose Ramirez,Cliente_184
86,4991,635,correccion especializada de revision general y diagnostico por falla detectada.,Finalizado,2026-03-03 00:00:00,2026-03-06 00:00:00,2984,Cliente informado,Yamaha,CBR 600RR,Carlos Mendoza,Cliente_109
87,4234,4130,revision completa de pintura y performance incluyendo ajuste final.,Finalizado,2026-03-06 00:00:00,2026-03-07 00:00:00,2141,Entregado,Italika,MT-07,Jose Ramirez,Cliente_113
88,4741,3736,mantenimiento preventivo en ciguenal y amortiguadores debido a desgaste.,Finalizado,2026-03-14 00:00:00,2026-03-17 00:00:00,1129,Entregado,Kawasaki,Boxer 150,Carlos Mendoza,Cliente_105
89,291,4745,mantenimiento preventivo en revision y filtro de aceite para mejorar rendimiento.,Finalizado,2026-03-09 00:00:00,2026-03-11 00:00:00,4687,Entregado,Italika,Pulsar NS200,Carlos Mendoza,Cliente_273
90,795,2144,inspeccion avanzada de polarizado y fibra de carbono con pruebas posteriores.,Finalizado,2026-03-20 00:00:00,2026-03-24 00:00:00,1828,Cliente informado,Suzuki,Duke 390,Jose Ramirez,Cliente_237
91,4993,5047,inspeccion avanzada de velocidad y chip por falla detectada.,Finalizado,2026-03-18 00:00:00,2026-03-19 00:00:00,5385,Entregado,Italika,GSX-R750,Carlos Mendoza,Cliente_228
92,1368,3976,diagnostico y reparacion de biela y motor incluyendo ajuste final.,Finalizado,2026-03-08 00:00:00,2026-03-10 00:00:00,1864,Entregado,KTM,CBR 600RR,Carlos Mendoza,Cliente_243
93,3531,4342,ajuste tecnico de cambio color y sonido para mejorar rendimiento.,Finalizado,2026-02-28 00:00:00,2026-02-28 00:00:00,2333,Entregado,Bajaj,FT150,Carlos Mendoza,Cliente_279
94,1845,232,mantenimiento preventivo en pistones y transmision para mejorar rendimiento.,Finalizado,2026-03-22 00:00:00,2026-03-24 00:00:00,5386,Cliente informado,KTM,Pulsar NS200,Carlos Mendoza,Cliente_028
95,1141,1173,mantenimiento preventivo en suspension y caja de cambios debido a desgaste.,Finalizado,2026-03-28 00:00:00,2026-03-31 00:00:00,5153,Entregado,AKT,Z650,Jose Ramirez,Cliente_109
96,3492,5265,inspeccion avanzada de motor de arranque y sistema electrico con pruebas posteriores.,Finalizado,2026-03-24 00:00:00,2026-03-28 00:00:00,734,Cliente informado,KTM,GN125,Carlos Mendoza,Cliente_127
97,3154,1059,diagnostico y reparacion de alternador y motor de arranque segun solicitud del cliente.,Entregado,2026-03-27 00:00:00,2026-03-27 00:00:00,4258,Cliente informado,Yamaha,GN125,Carlos Mendoza,Cliente_277
98,1806,4494,mantenimiento preventivo en motor de arranque y bateria para mejorar rendimiento.,Finalizado,2026-03-01 00:00:00,2026-02-19 00:00:00,4159,Entregado,AKT,Ninja 400,Jose Ramirez,Cliente_239
99,985,2061,revision completa de evaluacion y problema y verificacion completa.,Finalizado,2026-03-02 00:00:00,2026-03-04 00:00:00,2578,Cliente informado,Honda,XR150L,Jose Ramirez,Cliente_231
100,1847,4268,instalacion y calibracion de arbol de levas y eje para mejorar rendimiento.,Finalizado,2026-03-24 00:00:00,2026-03-26 00:00:00,4594,Entregado,Yamaha,FZ16,Jose Ramirez,Cliente_222
101,696,537,instalacion y calibracion de balanceo y lubricacion segun solicitud del cliente.,Finalizado,2026-03-27 00:00:00,2026-03-28 00:00:00,1113,Cliente informado,Yamaha,Duke 390,Carlos Mendoza,Cliente_018
102,4223,2008,servicio integral para evaluacion y evaluacion incluyendo ajuste final.,Finalizado,2026-03-19 00:00:00,2026-03-09 00:00:00,2746,Entregado,Bajaj,Gixxer 250,Carlos Mendoza,Cliente_160
103,977,3741,diagnostico y reparacion de biela y radiador por falla detectada.,Finalizado,2026-03-14 00:00:00,2026-03-16 00:00:00,2111,Entregado,AKT,Z650,Carlos Mendoza,Cliente_157
104,2546,4762,diagnostico y reparacion de sistema electrico y motor de arranque incluyendo ajuste final.,Finalizado,2026-03-13 00:00:00,2026-03-17 00:00:00,5214,Cliente informado,KTM,Ninja 400,Carlos Mendoza,Cliente_247
105,4709,4253,inspeccion avanzada de cromado y modificacion debido a desgaste.,Finalizado,2026-03-03 00:00:00,2026-03-05 00:00:00,2311,Entregado,Honda,CBR 600RR,Carlos Mendoza,Cliente_212
106,299,58,mantenimiento preventivo en motor de arranque y centralita para mejorar rendimiento.,Finalizado,2026-03-03 00:00:00,2026-03-05 00:00:00,858,Entregado,Kawasaki,Duke 390,Carlos Mendoza,Cliente_081
107,4354,3217,optimizacion del sistema cromado y escape deportivo por falla detectada.,Finalizado,2026-03-07 00:00:00,2026-02-25 00:00:00,3970,Cliente informado,Honda,Pulsar NS200,Jose Ramirez,Cliente_067
108,4072,4080,diagnostico y reparacion de niveles y chequeo por falla detectada.,Finalizado,2026-03-29 00:00:00,2026-04-02 00:00:00,2814,Cliente informado,Suzuki,XR150L,Carlos Mendoza,Cliente_239
109,3401,4312,inspeccion avanzada de chequeo y balanceo y verificacion completa.,Finalizado,2026-03-06 00:00:00,2026-03-09 00:00:00,2913,Entregado,Honda,MT-07,Jose Ramirez,Cliente_276
110,1588,418,diagnostico y reparacion de velocidad y vinilado para mejorar rendimiento.,En proceso,2026-03-25 00:00:00,2026-03-26 00:00:00,1316,Entregado,Honda,XR150L,Carlos Mendoza,Cliente_085
111,1087,2469,instalacion y calibracion de velocidad y luces led para mejorar rendimiento.,Finalizado,2026-03-12 00:00:00,2026-03-12 00:00:00,6270,Entregado,Bajaj,GN125,Jose Ramirez,Cliente_175
112,638,748,ajuste tecnico de diferencial y distribucion por falla detectada.,Finalizado,2026-03-08 00:00:00,2026-03-09 00:00:00,3334,Cliente informado,Yamaha,CB190R,Carlos Mendoza,Cliente_209
113,3262,1103,ajuste tecnico de alternador y sensores con pruebas posteriores.,Finalizado,2026-03-20 00:00:00,2026-03-21 00:00:00,3296,Cliente informado,Suzuki,Ninja 400,Jose Ramirez,Cliente_132
114,1436,2188,correccion especializada de bateria y alternador y verificacion completa.,Finalizado,2026-03-01 00:00:00,2026-03-04 00:00:00,4632,Cliente informado,AKT,CBR 600RR,Jose Ramirez,Cliente_031
115,3638,2264,mantenimiento preventivo en polarizado y velocidad segun solicitud del cliente.,Finalizado,2026-03-18 00:00:00,2026-03-22 00:00:00,2892,Entregado,KTM,CBR 600RR,Carlos Mendoza,Cliente_264
116,4421,3643,inspeccion avanzada de aleron y tuning debido a desgaste.,Finalizado,2026-02-28 00:00:00,2026-03-04 00:00:00,4985,Cliente informado,Honda,FZ16,Carlos Mendoza,Cliente_134
117,1703,3160,inspeccion avanzada de chequeo y bujias por falla detectada.,Finalizado,2026-03-17 00:00:00,2026-03-21 00:00:00,3556,Entregado,KTM,Boxer 150,Carlos Mendoza,Cliente_233
118,3416,621,diagnostico y reparacion de frenos deportivos y chip por falla detectada.,Finalizado,2026-03-26 00:00:00,2026-03-29 00:00:00,3774,Cliente informado,Suzuki,RC 200,Carlos Mendoza,Cliente_018
119,357,301,mantenimiento preventivo en distribucion y distribucion segun solicitud del cliente.,Finalizado,2026-03-24 00:00:00,2026-03-24 00:00:00,3048,Cliente informado,Kawasaki,Apache RTR 200,Carlos Mendoza,Cliente_086
120,584,3889,mantenimiento preventivo en aleron y performance por falla detectada.,Finalizado,2026-03-11 00:00:00,2026-03-15 00:00:00,3412,Entregado,Kawasaki,Z650,Carlos Mendoza,Cliente_134
121,5,55,diagnostico y reparacion de filtro de aire y niveles por falla detectada.,Finalizado,2026-03-11 00:00:00,2026-03-14 00:00:00,3181,Entregado,AKT,MT-07,Jose Ramirez,Cliente_222
122,1960,2496,ajuste tecnico de revision y balanceo y verificacion completa.,Finalizado,2026-03-01 00:00:00,2026-03-05 00:00:00,3309,Cliente informado,Honda,NKD 125,Carlos Mendoza,Cliente_138
123,597,2954,ajuste tecnico de inspeccion y inspeccion incluyendo ajuste final.,Finalizado,2026-03-25 00:00:00,2026-03-27 00:00:00,5833,Cliente informado,Bajaj,GSX-R750,Carlos Mendoza,Cliente_243
124,28,3267,diagnostico y reparacion de bomba de agua y carroceria y verificacion completa.,Finalizado,2026-03-15 00:00:00,2026-03-18 00:00:00,6345,Cliente informado,Bajaj,NKD 125,Carlos Mendoza,Cliente_187
125,1891,2066,ajuste tecnico de cableado y alternador por falla detectada.,Finalizado,2026-03-18 00:00:00,2026-03-18 00:00:00,5203,Cliente informado,Italika,Boxer 150,Carlos Mendoza,Cliente_114
126,4955,2445,ajuste tecnico de revision general y evaluacion por falla detectada.,Entregado,2026-03-15 00:00:00,2026-03-15 00:00:00,1302,Cliente informado,Suzuki,Z650,Jose Ramirez,Cliente_152
127,2693,2623,correccion especializada de tuning y cromado con pruebas posteriores.,Finalizado,2026-03-27 00:00:00,2026-03-28 00:00:00,4030,Cliente informado,Bajaj,FT150,Jose Ramirez,Cliente_115
128,3863,2714,inspeccion avanzada de balanceo y niveles debido a desgaste.,Finalizado,2026-03-03 00:00:00,2026-03-05 00:00:00,5753,Cliente informado,AKT,MT-07,Jose Ramirez,Cliente_134
129,4884,3833,inspeccion avanzada de cambio de aceite y filtro de aceite segun solicitud del cliente.,Finalizado,2026-03-05 00:00:00,2026-03-05 00:00:00,4698,Entregado,Honda,FT150,Carlos Mendoza,Cliente_276
130,108,725,instalacion y calibracion de fallo electrico y sistema electrico y verificacion completa.,Finalizado,2026-03-04 00:00:00,2026-03-04 00:00:00,4569,Entregado,KTM,Gixxer 250,Carlos Mendoza,Cliente_037
131,1491,2399,diagnostico y reparacion de chequeo y escaneo debido a desgaste.,Finalizado,2026-02-28 00:00:00,2026-03-04 00:00:00,4611,Cliente informado,Suzuki,MT-07,Jose Ramirez,Cliente_196
132,1187,3819,instalacion y calibracion de niveles y alineacion por falla detectada.,Finalizado,2026-03-10 00:00:00,2026-03-14 00:00:00,2163,Cliente informado,Kawasaki,FT150,Jose Ramirez,Cliente_109
133,243,186,diagnostico y reparacion de diagnostico y problema con pruebas posteriores.,En proceso,2026-03-02 00:00:00,2026-03-06 00:00:00,2654,Entregado,KTM,Apache RTR 200,Carlos Mendoza,Cliente_012
